Topic,Count,Name,Representation,Representative_Docs
-1,11342,-1_마약_경찰_혐의_수사,"['마약', '경찰', '혐의', '수사', '범죄', '투약', '검찰', 'a씨', '사건', '미국', '조사', '필로폰', '검사', '사람', '대통령', '정부', '서울', '여성', '대마', '마약 투약']","['코로나,클럽,술집,퀀텀점프,마약,범죄,퀀텀,점프,마약,8일,8시,서울,강남구,편의점,여성,점원,횡설수설,행동,점원,경찰,신고,현장,출동,경찰,검사,마약,반응,결과,반응,경찰,여성,조사,상황,판단,귀가,3시,서울,서초구,골목,마약,교통사고,발생,음주,운전,사고,운전자,혈중알코올농도,감지,마약,의심,경찰,간이,시약,검사,반응,대마초,양성,운전자,긴급체포,마약,투약,거리,운전,사고,사례,경찰,적발,감염증,신종,코로나바이러스,코로나19,사태,사례,경찰,비상,경찰,관계자,장소,마약,투약,활용,클럽,술집,거주지,투약,돌출행동,2209명,경찰,적발,마약,사범,경찰,코로나19,확산,마약,범죄,영향,경찰청,적발,마약,사범,17.3%,대비,17.3%,마약,사범,감소세,급증,31.7%,증가,보안,메신저,텔레그램,인터넷,이용,비대,거래,증가,원인,마약,투약,사건,신고,마약,의심,2일,강남,오피스텔,필로폰,투약,여성,발견,7일,서울,종로구,모텔,발견,남성,경찰,조사,마약,경찰,관계자,예전,해외,유학,연예인들,마약,신문,기사,요즘,온라인,마약,거래,측면,4일,도로,경부고속도로,부산방면,기흥휴게소,부근,음주운전,의심,신고,접수,경찰,운전자,음주운전자,마약,수배자,다크웹,검거,사범,전년,대비,인터넷,마약,사범,2608명,2배,IP,추적,다크웹,검거,사범,748명,9배,폭증,텔레그램,다크웹,접근,상대적,마약,거래,30대,마약사범,6255명,절반,52.2%,코로나19,마약,사범,급증,추세,견인,당국,퀀텀점프,계단,단계,현상,증가세,방지책,지적,10월,연말,유관부처,마약,특별,단속,국무조정실,지난달,마약,사범,542명,구속,코로나19,국가,이동,온라인,환경,30대,마약사범,증가세,경찰,다크웹,전담,수사,경찰,증가,추세,마약,범죄,대응,방침,경찰청,관계자,서울경찰청,경기남부경찰청,경남경찰청,수사팀,다크웹,전담,수사,집중,단속,경로,온라인,유통,대응,해외,경찰,협조,밀반입,억제', '4곳,특별,수사,전국,이원석,총장,마약,전쟁,까닭,10대,중심,마약사범,역대,최고,전망,검찰,마약,전쟁,서울,인천,부산,광주,검찰청,마약,범죄,특별,수사,설치,전국적,단속,장관,한동훈,법무부,대검찰청,범죄,마약,대응,전쟁,각오,최선,지시,후속,조치,서울,인천,부산,광주,관세청,참여,특별,수사,설치,대검찰청,서울중앙지검,인천지검,부산지검,광주지검,검찰청,전국,마약,범죄,특별,수사,설치,운영,특별수사팀,관세청,국가정보원,식품의약품안전처,보건복지부,지방자치단체,방송통신위원회,유관기관,참여,서울중앙지검,수도권,강원,충청권,인천지검,인천공항,항만,단속,부산지검,부산공항,항만,영남권,타깃,광주지검,목포,군산,항만,호남권,수사,검찰,범죄,마약,공급,집중적,계획,사범,마약,공급,종류,해외,마약류,밀수,사범,검찰,마약류,해외,국가,비교,5~10배,가량,가격,유통,조직,국제,마약,시장,장악,파악,미국,마약청,DEA,실시간,공조,수사,설명,단계,유입,다크웹,텔레그램,마약류,유통,사범,수사,대상,검찰,조직,마약,유통,결제수단,활용,가상화폐,철저,추적,보전,몰수,추징,범죄수익,박탈,검찰,병원,마약,진통제,펜타닐,무분별,공급책,사실,마약,전락,현실,단속,예정,이원석,피자,마약,직구,압수,이원석,검찰,총장,관세청장,이날,윤태식,서울본부세관,방문,우리나라,집안,마약,SNS,소셜네트워크서비스,피자,직구,현실,개탄,마약,압수물,1.3톤,국민,동시,투약,분량,검찰총장,현실,개탄,정도,보안,메신저,SNS,해외,대량,직구,형태,마약류,대량,유입,10년,10만,투약분,필로폰,투약,0.03,3만,수준,총장,마약,유통,단속,중요,항만,공항,원천차단,장벽,효율적,관세청,협력,마약,청정국,지위,다짐,검찰,수사,발견,마약,투약,소지,사범,즉각적,수사권,경찰,수사,방침,경찰,송치,마약,사건,검찰,전담,검사,신속,처리,검찰,단속,보건복지부,유관기관,협업,예방교육,치료,재활,프로그램,강화,계획,예방,교육,강화,무게중심,10대,중심,마약류,무지,상태,hip,문화,마약류,경향,검찰,판단,신봉수,강력부장,마약청정국,특단,수사,반부패,신봉수,대검,강력부장,대한민국,마약청정국,특단,수사,진행,국제적,마약사범,인구,연간,마약,사범,20명,국가,마약청정국,한국,1월,7월,통계,21.15명,20명,초과,상태,검찰,장기적,2021년,시행,검찰,경찰,검찰,제도,수사,조정,개선,목소리,수사,대상,수사,검찰,경찰,검찰,경찰,종류,마약,범죄,수사,수사,공백,발생,서울남부지검,A씨,필로폰,밀수범,체포,투약범,발견,투약,사범,수사권,신고,촌극,검찰,경찰,출동,B씨,사적,대화', '한국,마약,신흥,시장,마약,전쟁,시작,장인철,관찰,장재,한국,마약,퇴치,운동,본부,이사장,확산세,통제,불능,임계,7월,발생,사망사건,서울,강남,유흥,주점,마약,사망,사건,사회,마약,일상화,충격,부표,전문가들,빙산,일각,종업원,사망,마약,필로폰,메스암페타민,추정,혐의,마약,유통,사망,차량,명분,필로폰,복합제,필로폰,성분,복합,엑스터시,MDMA,발견,발견,마약,종류,사건,주인공,선수,가능성,사회,확산,마약,필로폰,코카인,아편,선수,전통,마약,후반,등지,클럽,일명,도리도리,확산,엑스터시,수면제,계열,졸피뎀,프로포폴,케타민,허브,마약,대마,계열,물뽕,GHB,여성,흥분,러시,나이트리트,변종,마약,법망,젊은이,사이,장재,한국,마약,퇴치,운동,본부,이사장,마약,범죄,단속,수치,100만,추정,마약,관리,가능,임계치,국가,리스크,확산,사회적,마약,전쟁,주장,부지불식간,해이,마약,국민,경각심,호소,이사장,마약,확산,현황,배경,억제,퇴치,방안,한국,마약청,정국,상실,지위,급증세,우리나라,마약청정국,정도,요즘,하루,마약,마약,확산,현황,평가,유엔,인구,마약,사범,미만,나라,마약청정국,분류,우리나라,증가세,검거,마약사범,1만,153명,검ㆍ경,단속기관,10배,마약,연구자,정도,실제,마약,사범,추정,16만,40만,정도,본부,지원활동,마약,사범,재활,지원,활동,각종,증언,토대,추정,수치,경험,마약,중독,인구,100만,정도,사회적,통제,관리,가능,수준,증가추세,관리,가능,임계치,형국,고삐,마약,유통,오용,증가,상황,실제,지표,지표들,마약,확산세,확인,당장,경찰청,상반기,검거,마약,사범,5,988명,상반기,17.2%,급증,의원실,정우택,국민의힘,경찰청,자료,연간,마약,사범,2016년,2018년,8,000명,유지,2019년,2021년,1만,정도,검거,마약사범,현실,반영,검ㆍ경,마음,검거,지표,관세청,마약,밀수,단속,관세청,지난달,관세청,국경,반입,단계,적발,마약,중량,기간,증가,대비,11.2%,확산,변종,마약,청년층,증가세,가격,악용,ICT,인프라,경각심,해이,양적,측면,별개,양상,마약,확산,주목,특징,마약사범,청년,마약,사범,급증,현상,주목,마약,사범,5년,3.8배,20대,기간,3,507명,2.64배,마약사범,초범,비율,증가,중요,초범,비율,정도,69%,상반기,80%,육박,신종,마약,급증,특징적,당장,상반기,관세청,단속,현황,밀수,단속,단속,필로폰,코카인,마약,15%,68건,정도,경각심,대마,32%,143건,향정신성의약품,임시마약류,포함,신종마약,53%,234건,적발,건수,우세종,증가,외국인,마약,사범,마약,투약,계층,확산,개인적,가지,특징,주목,요약,청년층,온라인,클럽,등지,신종마약,노출,거부감,마약,초범,단속,케이스,확산,요즘,마약,중심축,얘기,급증세,마약,배경,측면,글로벌,공급,동남아,등지,공급량,국제,마약,증가,우리나라,마약,신흥시장,상황,조성,필로폰,가격,거래,달러,태국,13달러,미국,44달러,마약류,밀수,동기,공략,대상,시장,수준,세계,최고,인터넷,SNS,인프라,정보,ICT,환경,청년층,온라인,활용,근년,온라인,플랫폼,이용,마약,유통,진화,추세,마약,확산,촉진,다크웹,유통,증가,대표,사례,신종,변종,마약류,증가,마약,부정,정체,희석,심리,방어,기제,중요,현상,필로폰,코카인,마약,거부감,엑스터시,LD,물뽕,번쯤,정도,인식,급증,대마,사범,일각,미국,캐나다,합법,추세,반영,다크웹,청년,확산세,주목,온라인,마약,유통,증가세,식약처,사이버,조사단,2020년,적발,온라인,마약,불법,유통,통계,인터넷,쇼핑몰,SNS,마약,유통,적발,건수,9,038건,6.3배,사이,급증,급증세,추적,단속,다크웹,거래,감안,빙산,일각,가능성,2019년,얘긴,다크웹,한국어,마약,사이트,가입,인원,영어,운영,사이트,추정,언론,보도,텔레그램,마약방,운영,학생,고교,사례,유통,온라인,마약,현실,학생,외국,상선,마약,공급,나이,익명,하선,유통,다크웹,청소년,청년,마약,유통,유혹,광고,사이트,링크,요즘,클럽,마약,영화,콘텐츠,재벌,부유,유학,특권층,클럽,파티문화,상황,마약,투약,젊은이,사이,은연,마약,럭셔리,일탈,다크히어로,저항문화,왜곡,인식,경향,맥락,마약,교통,법규,위반,정도,분위기,경각심,해이,클럽,감성,장소,극대화,마약,확산,무대,클럽,페노바르비탈,MDMA,러시,일상화,청년들,마약,럭셔리,일탈,풍조,확산,마약,주목,종류,필로폰,마약,유통,증가세,상반기,적발량,필로폰,밀수,증가,전년,동기,대비,100%,정도,공급과잉,동남아,골든,트라이앵글,지역,미국,유입,대마류,급증세,상반기,적발량,60%,가까이,미국,캐나다,합법,지역,유입,대마,확산,청년,마약,주범,페노바르비탈,MDMA,러시,신종마약,상반기,밀수,단속,증가세,17%,정도,실제,확산세,추정,확산,청년,마약,취약고리,신종마약,향정신성의약품,중독성,부작용,해외,유학,클럽,일상적,생각,청년층,사실,물뽕,러시,변종마약,물론,엑스터시,흥분제,정도,인식,경향,약사,마약,전문가,마약,향정신성의약품,치명,부작용,중독성,번쯤,인식,사회,직면,왜곡,인식,사회적,마약,캠페인,저지,마약,확산,방안,마약사범,처벌,강화,거론,임시마약류,향정의약품,유통관리,요구,목소리,나름,유효,조치,처벌,유통관리,근본적,방안,사회,국민,마약,거부,방향,사회적,마약,전쟁,마약,전쟁,적발,단속,처벌,강화,마약,유통,관리,염두,처벌,단속,관리,국민의식,겨냥,사회운동,캠페인,사법,당국,식약처,정책,수립,예산,투입,한국마약퇴치운동본부,식약처,예산,지원,유관기관,전국적,마약캠페인,추진,의지,계획,걱정,부처,칸막이,관행,행동,상황,방기,사회적,반대,캠페인,단위,중독,재활,센터,광역,추가,마약청,신설,컨트롤타워,정립,현실적,마약,처벌,재활치료,중요,재활치료,평가,자체,재활,구조,구축,검찰단계,교육조건부,선도조건부,치료,조건부,기소,유예,제도,운영,법원,판결,치료명령제도,치료,프로그램,수강,명령,이수명령,검사,청구,판사,결정,치료감호제도,존재,시설,지역사회,치료보호기관,한국마약퇴치운동본부,중독재활센터,전국,2개소,운영,중독재활센터,정부,공조,치료,마약,중독자,재활,중추,역할,만큼,광역,단위,정도,추가,설치,주장,마약청,신설,법무부,검찰,얘기,미국식,법무부,산하,마약단속국,DEA,추적,단속,강화,도움,마약,시장,크기,감안,우리나라,미국,DEA,조직,당장,의견,검찰,경찰,관세청,식약처,보건복지부,분산,업무,체제,유지,통합적,마약,전쟁,추진,일종,컨트롤타워,구축,유기적,업무,협조,체제,보강,현실적,생각']"
0,2475,0_혐의_마약_투약_수사,"['혐의', '마약', '투약', '수사', '검찰', '선고', '경찰', '범죄', '한국', '대표', '징역', 'a씨', '사건', '필로폰', '기소', '대통령', '마약 투약', '서울', '재판', '조사']","['검찰,양현석,보복,협박,혐의,무죄,항소,아이콘,아이돌,그룹,멤버,비아이,본명,김한빈,마약,투약,혐의,수사,무마,혐의,양현석,대표,YG,엔터테인먼트,1심,판결,검찰,항소,법조,검찰,사건,심리,서울중앙지법,형사,합의,부장판사,조병구,항소장,제출,양현석,YG,엔터테인먼트,대표,서울중앙지방법원,서울,서초구,보복협박,혐의,공판,출석,뉴시스,재판부,특정,범죄,가중,처벌,법률,위반,보복협박,혐의,기소,대표,무죄,선고,기소,YG,직원,무죄,선고,재판부,보복협박,강요죄,처벌,피고인들,행위,피해자,공포심,의사,자유,억압,상태,번복,사정,종합,대표,발언,피해자,공포심,증명,판단,대표,비아이,마약,구매,흡입,혐의,공익,제보자,회유,협박,수사,무마,혐의,재판,A씨,경찰,비아이,마약,정황,확보,수사,중심,대표,취지,주장,A씨,사건,국민권익위원회,권익위,제보,권익위,2020년,자료,검찰,이첩,검찰,수사,결과,종합,비아이,대표,4명,재판,A씨,기소,대상,포함,검찰,지난달,아이돌,지망,공익,제보자,연예계,진술,번복,요구,종합,공포심,유발,해악,고지,대표,징역,구형,대표,검찰,공소,사실,대표,협박,초점,사후,왜곡,주장,비아이,A씨,LSD,대마초,마약,구매,차례,흡입,혐의,기소,징역,집행,유예,선고,쌍방,항소,판결,확정', '집행,유예,마약,황하나,1년,항소심서,징역,감형,집행,유예,기간,마약,투약,혐의,재판,남양유업,창업주,외손녀,황하나,항소심,실형,선고,서울,서부,지법,형사항소,부장판사,성지호,관리,마약,법률,위반,혐의,기소,황씨,항소심,8개월,징역,선고,추징금,명령,재판부,징역,추징금,선고,재판부,피고인,마약,범죄,마약,집행유예,선고,집행유예,사건,범행,피고인,반성,자세,주위,사람,책임,전가,행동,죄책,재판부,피고인,당심,필로폰,투약,인정,절도,범행,부인,합의,피해자,처벌불원서,제출,1심,황씨,지인,주거지,모텔,필로폰,4차례,투약,혐의,재판,지인,명품,신발,500만,물품,혐의,검찰,기소,마약,투약,혐의,징역형,집행유예,황씨,9월,필로폰,투약,혐의,기소,법원,징역,집행,유예,확정', '집행유예,마약,황하나,징역,개월,실형,확정,기간,마약,혐의,처벌,집행,유예,마약,투약,혐의,재판,남양유업,창업주,외손녀,황하나,실형,최종,확정,법조,주심,이동원,마약,관리,법률,위반,향정,혐의,기소,상고심,징역,개월,추징금,명령,원심,확정,지인들,지인,주거지,모텔,필로폰,투약,혐의,재판,9월,등지,서울,강남,필로폰,투약,필로폰,매수,지인,혐의,재판,징역,집행,유예,확정,상태,유예,기간,혐의,마약,투약,혐의,지인,명품,신발,500만,물건,혐의,재판부,집행,유예,기간,동종,범죄,범행,부인,반성,징역,선고,추징금,명령,재판부,항소심,징역,개월,추징금,선고,항소심,재판부,피고인,필로폰,투약,동영상,1심,선고,부당,1심,무죄,투약,혐의,유죄,판시,피해자,처벌불원서,제출,1심,징역,개월,선고']"
1,249,1_국정_참사_국정 조사_민주당,"['국정', '참사', '국정 조사', '민주당', '국정조사', '의원', '국민', '국회', '이태원', '대통령실', '대통령', '조사', '장관', '여야', '이태원 참사', '정부', '여당', '대표', '특위', '원내']","['민주당,정의당,기본소득당,국정,조사,요구서,공동,제출,단독,처리,시사,더불어민주당,정의당,기본소득당,진상규명,이태원,핼러윈,참사,진상,규명,국정,조사,요구서,국회,공동,제출,국민,제출,국정,조사,요구서,동참,민주당,국민,국정조사,거부,야당,단독,추진,대통령실,슬픔,정치,활용,부정적,입장,원내수석부대표,위성곤,민주당,원내,수석,부대표,원내수석부대표,장혜영,정의당,원내,수석,부대표,용혜,기본,소득,의원,이날,국회,국정,조사,요구서,당론,제출,181명,의원,국정,조사,요구서,이름,야3당,국정,조사,요구서,참사,용산,이태원,원인,발생,인명,피해,간접적,원인,책임소재,규명,참사,발생,전후,재난,안전,관리,체계,작동,실태,조사,정부,지방자치단체,사실,은폐,축소,왜곡,의혹,규명,국정,조사,대상,서울특별시,용산구,지방자치단체,소방청,경찰청,행정안전부,보건복지부,국무총리실,대통령실,명시,야3당,18명,여야,위원,국정,조사,특별,위원회,구성,요구,야당,참사,수도,서울,도심,발생,인명,피해,붕괴사고,삼풍백화점,붕괴,사고,단일,사고,인명,피해,참사,세월,최대,사건,참사,근본,배경,대통령실,용산,경호,경비인력,과다,소요,참사,당일,마약,범죄,단속,계획,소홀,질서,유지,업무,작용,지적,제기,야당,참사,책임,정부,여론,국정조사,추진,야당,경찰,셀프,수사,사건,실체,진실,대통령실,경찰,책임,꼬리,비판,야3당,제출,국정,조사,요구서,본회의,국회,보고,예정,국정,조사,요구서,제출,국회의장,대표들,국회,교섭,단체,대표,협의,국정조사,수행,특별위원회,구성,상임위원회,지정,국회의장,결단,국정조사,거부,교섭단체,국정,조사,특별,위원회,구성,민주당,국민,동참,야당,단독,국정조사,추진,예정,본회의,국정,조사,계획서,승인,방침,박홍근,원내,대표,기자간담회,이날,국회,간담회,여야,합의,본회의,국정,조사,계획서,채택,여당,참여,거부,본회의,국정,조사,특위,국정,조사,계획서,처리,국민,국정,조사,요구,불참,주호영,원내,대표,이날,국회,기자들,국정,조사,요구,계획,신속,강제수사,효과적,원칙,강제력,국정조사,수사,지장,정쟁,대통령실,고위,관계자,이날,브리핑,슬픔,정치,활용,특수본,사고,경위,진상,조사,진행,만큼,김윤나영,nayoung,김윤나영,kyunghyang.com', '요구서,참사,국정,조사,제출,민주,불사,단독,처리,이태원,핼러윈,참사,더불어민주당,정의당,기본소득당,진상규명,이태원,핼러윈,참사,진상,규명,국정,조사,요구서,국회,공동,제출,국민,제출,국정,조사,요구서,동참,민주당,국민,국정조사,거부,야당,단독,추진,대통령실,슬픔,정치,활용,부정적,입장,원내수석부대표,위성곤,민주당,원내,수석,부대표,원내수석부대표,장혜영,정의당,원내,수석,부대표,용혜,기본,소득,의원,이날,국회,국정,조사,요구서,제출,181명,의원,국정,조사,요구서,이름,국정,조사,요구서,참사,용산,이태원,원인,발생,인명,피해,직간접,원인,책임소재,규명,참사,발생,전후,재난,안전,관리,체계,작동,실태,조사,정부,지방자치단체,사실,은폐,축소,왜곡,의혹,규명,국정,조사,대상,서울특별시,용산구,소방청,경찰청,행정안전부,보건복지부,국무총리실,대통령실,명시,18명,여야,위원,국정,조사,특별,위원회,구성,요구,야당,참사,서울,도심,발생,인명,피해,붕괴사고,삼풍백화점,붕괴,사고,단일,사고,인명,피해,참사,세월,최대,사건,참사,배경,대통령실,용산,경호,경비인력,과다,소요,참사,당일,마약,범죄,단속,계획,소홀,질서,유지,업무,작용,지적,제기,야당,참사,책임,정부,여론,국정조사,추진,야당,경찰,셀프,수사,실체,진실,규명,대통령실,경찰,책임,꼬리,비판,제출,국정,조사,요구서,본회의,국회,보고,예정,국정,조사,요구서,제출,국회의장,대표들,국회,교섭,단체,대표,협의,국정,조사,특별,위원회,구성,상임위원회,지정,국회,의장,결단,국정조사,거부,교섭단체,국정,조사,특별,위원회,구성,민주당,국민,동참,야당,단독,국정조사,추진,박홍근,원내,대표,여야,합의,다음주,본회의,국정,조사,계획서,채택,여당,참여,거부,본회의,국정조사특위,국정,조사,계획서,처리,국민,국정,조사,요구,불참,주호영,원내,대표,국정,조사,요구,계획,신속,강제수사,효과적,원칙,강제력,국정조사,수사,지장,정쟁,대통령실,고위,관계자,슬픔,정치,활용,특수본,사고,경위,진상,조사,만큼,김윤나영', '野3,제출,이태원,참사,국조,요구서,사실상,조사,범위,포함,이태원,핼러윈,참사,더불어민주당,정의당,기본소득당,이태원,압사,참사,국정,조사,요구서,제출,국민,수사,진행,국정조사,정치,의도,거부,김진표,국회,의장,여당,거부,의사,참사,발생,수사,국정조사,진행,협조,요청,한편,야당,국정조사,여야,합의,국정조사,성과,합의,촉구,서울,여의도,국회,용산,이태원,참사,진상,규명,국정,조사,요구서,제출,제출,국정,조사,요구서,의원,기본,소득,용혜인,왼쪽,원내정책수석부대표,더불어민주당,위성곤,원내,정책,수석,부대표,원내수석부대표,정의당,장혜영,원내,수석,부대표,허정호,선임,이날,제출,용산,이태원,참사,진상,규명,국정,조사,요구서,참사,붕괴사고,삼풍백화점,붕괴,사고,서울,도심,발생,인명,피해,참사,세월,사건,단일,사고,최대,인명,피해,규정,참사,원인,정부,지방자치단체,사전,안전,관리,대책,신고,현장,대처,보고,대응,체계,참사,근본,배경,대통령실,용산,참사,당일,마약,범죄,단속,계획,소홀,질서,유지,업무,제기,언급,국정,조사,범위,참사,직간접,원인,대통령실,포함,부처,지자체,상황,대응,실태,정부,지자체,사실,은폐,축소,왜곡,의혹,포함,윤석열,대통령,범위,사실,국정,조사,포함,상황,국정감사,조사,법률,국회의장,국정,조사,요구서,제출,지체,본회의,보고,교섭,단체,원내,대표,국정조사,특별,위원회,구성,협의,특위,차원,국정,조사,계획서,작성,국회,본회의,추인,절차,진행,민주당,여야,교섭,단체,합의,일정,국회,본회의,본회의,국정,조사,요구서,제출,안건,계획서,국정,조사,채택,입장,의장,여야,합의,강조,여야,합의,일방,국정조사,중립성,보장,진상규명,국민,발생,참사,발생,수사,국정조사,진행,협조,촉구,의장,이날,정의당,이정미,대표,예방,자리,그동안,국정,조사,여야,합의,조사,성과,실행,성과,대통령,피의자,수사권,언론,보도,여당,설득,계획서,의미,김진표,국회,의장,의장실,서울,여의도,국회,대표,정의당,이정미,예방,환담,국민,지도부,계획,의사,국정,조사,거부,수사,진행,국정조사,정쟁,의도,지적,원내대표,이날,주호영,원내,대표,기자들,자리,국민,신속,강제수사,효과적,원칙,강제력,국정조사,수사,지장,정쟁,입장,의원,시대,전환,조정훈,입장,국정,조사,반대,거론,의원,국정조사,정쟁,실마리,의원,이날,입장문,참사,희생자,유가족,사회,확인,실체,사실,책임관계자,처벌,국가,안전,대응,업그레이드,정쟁,소재,소진,유혹,강조,원내대표,다수당,숫자,사실,효력,민주당,국민,주호영,원내,대표,민주당,개문발차,강행,의지,국정,조사,계획서,작성,시점,여지,원내대표,민주당,박홍근,원내,대표,국민,70%,참사,원인,정부,지자체,국정조사,특검,여론,진상,규명,요구,여론,이상민,행정안전부,장관,사퇴,여당,당장,눈치,대통령,국정조사,회피,마지막,민심,회피,진상,규명,요구,당장,개문,발차,계획서,여당,참여,의장,여당,제외,특위,구성,세계일보,참사,분들,명복,유족들,슬픔,위로']"
